count;word0;word2
3;f21 $0,101092;mov $$82,$0
3;f11 $5,101240;mov $1,$0
3;f11 $5,101001;div $5,2
3;f11 $2,101001;mul $2,$5
3;f11 $1,101191;mov $$82,$0
3;f11 $1,101000;f11 $2,101001
3;f11 $0,101190;add $81,10
3;f11 $0,101160;mov $5,$0
3;f11 $0,101160;mov $$82,$0
3;div $5,2;f21 $0,101220
3;div $34,$33;pow $0,2
3;div $34,$33;cmp $33,3
3;cmp $3,0;mov $1,$19
3;cmp $3,$22;lps $3
2;sub $5,1;f11 $1,101000
2;sub $3,1;mov $10,$0
2;sub $2,1;mov $3,$0
2;mov $5,$0;sub $5,1
2;mov $34,2;mov $33,$21
2;mov $33,$20;mov $34,2
2;mov $32,$1;mov $31,$15
2;mov $32,$1;mov $31,$10
2;mov $32,$1;mov $0,$30
2;mov $31,$20;f31 $30,101150
2;mov $31,$15;f31 $30,101150
2;mov $31,$10;f31 $30,101150
2;mov $30,$25;mov $32,$1
2;mov $3,$0;sub $3,1
2;mov $26,$3;mov $26,$2
2;mov $26,$2;mov $30,$25
2;mov $25,$0;f21 $25,101221
2;mov $22,0;mov $20,$0
2;mov $22,$0;mov $20,$0
2;mov $2,$0;sub $2,1
2;mov $2,$0;f11 $2,101001
2;mov $19,$0;f11 $22,101060
2;mov $16,$3;mov $16,$2
2;mov $16,$2;mov $20,$0
2;mov $15,$0;f21 $15,101220
2;mov $11,$3;mov $11,$2
2;mov $11,$2;mov $15,$0
2;mov $10,$0;f21 $10,101220
2;mov $10,$0;f11 $0,101160
2;mov $1,1;mov $1,1
2;mov $1,0;f31 $0,101180
2;mov $1,$5;mov $$82,$0
2;mov $1,$4;mov $1,$5
2;mov $1,$4;mov $1,$4
2;mov $1,$4;mov $$82,$0
2;mov $1,$0;f11 $1,101000
2;mov $0,1;f31 $0,101010
2;mov $0,$30;add $81,10
2;mov $0,$$81;mov $22,$0
2;mov $0,$$81;mov $2,1
2;mov $0,$$81;mov $1,1
2;mov $0,$$81;mov $1,$0
2;mov $0,$$81;f21 $0,101170
2;mov $0,$$81;f21 $0,101130
2;mov $0,$$81;f21 $0,101052
2;mov $0,$$81;f11 $10,101060
2;mov $0,$$81;f11 $0,101190
2;lps $80;mov $22,0
2;lps $80;mov $19,$0
2;lps $80;mov $1,0
2;lps $80;mov $1,$40
2;lps $80;f11 $0,101230
2;lps $80;f11 $0,101140
2;lps $80;f11 $0,101120
2;f31 $30,101150;mov $$82,$0
2;f31 $3,101002;lps $3
2;f31 $0,101150;mov $2,$20
2;f31 $0,101080;add $81,10
2;f31 $0,101050;add $81,10
2;f31 $0,101010;add $81,10
2;f21 $25,101223;mov $31,$20
2;f21 $25,101221;f21 $25,101223
2;f21 $20,101222;mov $26,$3
2;f21 $20,101221;f21 $20,101222
2;f21 $15,101223;mov $21,$3
2;f21 $15,101220;f21 $15,101223
2;f21 $10,101222;mov $16,$3
2;f21 $10,101220;f21 $10,101222
2;f21 $0,101226;f21 $0,101170
2;f21 $0,101221;f21 $0,101226
2;f21 $0,101130;f21 $40,101030
2;f21 $0,101030;add $81,10
2;f11 $4,101000;div $4,3
2;f11 $4,101000;div $4,2
2;f11 $3,101001;div $3,2
2;f11 $22,101060;f11 $20,101000
2;f11 $2,101000;div $2,2
2;f11 $1,101060;f31 $0,101051
2;f11 $1,101060;f11 $2,101000
2;f11 $0,101230;f21 $0,101221
2;f11 $0,101191;mov $$82,$0
2;f11 $0,101140;mov $$82,$0
2;div $4,3;mov $1,$4
2;div $4,2;mov $1,$4
2;div $34,2;pow $0,2
2;div $34,$34;cmp $33,3
2;div $3,2;mov $11,$3
2;div $2,2;f11 $3,101001
2;cmp $33,3;div $34,2
2;cmp $33,3;div $34,$34
2;cmp $3,$22;mov $1,$19
1;sub $5,0;f11 $1,101000
1;mul $2,3;mov $$82,$0
1;mul $2,2;mov $$82,$0
1;mul $2,$0;mul $0,7
1;mul $1,3;f31 $0,101200
1;mul $1,2;f31 $0,101200
1;mul $0,7;mov $0,1
1;mov $9,3;f21 $8,101223
1;mov $9,1;mov $9,$40
1;mov $9,$40;mov $40,$8
1;mov $9,$0;mov $5,$0
1;mov $9,$0;f11 $9,101160
1;mov $8,3;f21 $7,101222
1;mov $8,$1;mov $9,1
1;mov $8,$0;f21 $8,101221
1;mov $7,3;f21 $6,101223
1;mov $7,0;mov $4,$7
1;mov $7,$0;f21 $7,101221
1;mov $6,3;f21 $5,101222
1;mov $6,2;mov $1,$5
1;mov $6,$3;mov $10,$5
1;mov $6,$0;f21 $6,101220
1;mov $5,0;mov $1,1
1;mov $5,0;f31 $3,101181
1;mov $5,$0;sub $5,0
1;mov $5,$0;mov $2,1
1;mov $5,$0;mov $2,$0
1;mov $5,$0;mov $1,$40
1;mov $5,$0;f21 $5,101220
1;mov $5,$0;f21 $5,101090
1;mov $40,$8;add $82,10
1;mov $40,$2;add $82,10
1;mov $4,0;f31 $3,101002
1;mov $4,$7;mov $3,$0
1;mov $33,$0;div $33,2
1;mov $30,$0;div $30,2
1;mov $3,$0;mov $5,0
1;mov $3,$0;f21 $2,101040
1;mov $3,$0;f11 $3,101060
1;mov $22,$80;mov $20,$0
1;mov $22,$30;mov $21,1
1;mov $21,1;mov $21,$33
1;mov $21,0;f31 $20,101180
1;mov $21,$33;mov $11,$20
1;mov $21,$3;mov $21,$2
1;mov $21,$3;f21 $20,101221
1;mov $21,$2;mov $25,$0
1;mov $21,$2;f21 $20,101222
1;mov $20,$0;mov $5,$0
1;mov $20,$0;mov $22,$30
1;mov $20,$0;mov $21,$2
1;mov $20,$0;f21 $20,101221
1;mov $2,5;mov $$82,$0
1;mov $2,2;mov $$82,$0
1;mov $2,1;mov $2,$5
1;mov $2,1;mov $1,8
1;mov $2,1;mov $1,$40
1;mov $2,1;f21 $0,101030
1;mov $2,1;cmp $0,0
1;mov $2,0;mov $1,2
1;mov $2,0;mov $$82,$0
1;mov $2,0;lps $10
1;mov $2,$9;mov $$82,$0
1;mov $2,$5;mov $$82,$0
1;mov $2,$5;f21 $0,101040
1;mov $2,$40;mov $$82,$0
1;mov $2,$3;mov $$82,$0
1;mov $2,$20;mov $1,$8
1;mov $2,$20;mov $1,$7
1;mov $2,$20;mov $$82,$0
1;mov $2,$1;mov $$82,$0
1;mov $2,$0;mov $9,$0
1;mov $2,$0;mov $0,1
1;mov $2,$0;f11 $2,101060
1;mov $2,$0;f11 $1,101191
1;mov $13,0;mov $10,$20
1;mov $12,1;f31 $11,101180
1;mov $12,$5;f11 $12,101140
1;mov $11,$20;mov $13,0
1;mov $10,$5;mov $12,$5
1;mov $10,$20;mov $1,$10
1;mov $10,$0;mov $9,$0
1;mov $10,$0;div $10,2
1;mov $1,8;f31 $0,101050
1;mov $1,2;mov $1,1
1;mov $1,2;mov $$82,$0
1;mov $1,2;f31 $0,101080
1;mov $1,1;mov $1,2
1;mov $1,1;f21 $0,101225
1;mov $1,-1;mov $$82,$0
1;mov $1,$8;f31 $0,101150
1;mov $1,$7;f31 $0,101150
1;mov $1,$6;f31 $0,101150
1;mov $1,$5;f21 $1,101170
1;mov $1,$40;f31 $0,101080
1;mov $1,$3;f31 $0,101051
1;mov $1,$10;mov $$82,$0
1;mov $1,$10;f31 $0,101051
1;mov $1,$10;f31 $0,101050
1;mov $1,$0;mov $3,$0
1;mov $1,$0;mov $2,5
1;mov $1,$0;mov $2,0
1;mov $1,$0;mov $2,$1
1;mov $1,$0;mov $1,$0
1;mov $1,$0;mov $$82,$0
1;mov $1,$0;f21 $1,101170
1;mov $1,$0;f21 $0,101110
1;mov $1,$0;f21 $0,101090
1;mov $1,$0;f11 $2,101060
1;mov $1,$0;f11 $1,101191
1;mov $1,$0;cmp $0,$1
1;mov $1,$$82;mov $40,$2
1;mov $1,$$82;f11 $10,101060
1;mov $0,$5;mov $2,$20
1;mov $0,$2;add $81,10
1;mov $0,$12;mov $2,$9
1;mov $0,$$81;mov $5,$0
1;mov $0,$$81;mov $10,$0
1;mov $0,$$81;f21 $0,101132
1;mov $0,$$81;f21 $0,101030
1;mov $0,$$81;f12 $1,101070
1;mov $0,$$81;f11 $5,101060
1;mov $0,$$81;f11 $33,101000
1;mov $0,$$81;f11 $20,101060
1;mov $0,$$81;f11 $10,101000
1;mov $0,$$81;f11 $1,101140
1;mov $0,$$81;f11 $1,101070
1;mov $0,$$81;f11 $0,101191
1;mov $0,$$81;f11 $0,101120
1;lps $80;mov $4,$0
1;lps $80;mov $33,$0
1;lps $80;mov $22,$80
1;lps $80;mov $20,$0
1;lps $80;mov $1,2
1;lps $80;mov $1,-1
1;lps $80;f11 $0,102001
1;lps $80;f11 $0,102000
1;lps $80;f11 $0,101192
1;lps $80;f11 $0,101191
1;lps $80;f11 $0,101190
1;lps $10;mov $5,0
1;lpe;mov $80,$99
1;lpe;mov $$82,$0
1;f31 $3,101181;add $7,1
1;f31 $3,101002;f21 $0,101224
1;f31 $20,101180;f21 $20,101221
1;f31 $11,101180;f21 $10,101040
1;f31 $0,101180;mov $2,2
1;f31 $0,101180;f21 $0,101052
1;f31 $0,101051;mov $2,0
1;f21 $9,101250;mov $8,$1
1;f21 $9,101100;f11 $12,101160
1;f21 $8,101231;f21 $8,101221
1;f21 $8,101223;mov $1,$6
1;f21 $8,101221;mov $0,$5
1;f21 $8,101221;f21 $8,101030
1;f21 $8,101030;add $81,10
1;f21 $7,101222;mov $9,3
1;f21 $7,101221;mov $8,$0
1;f21 $6,101223;mov $8,3
1;f21 $6,101220;mov $7,$0
1;f21 $5,101222;mov $7,3
1;f21 $5,101220;mov $6,$0
1;f21 $5,101170;mov $2,1
1;f21 $5,101090;f21 $9,101100
1;f21 $20,101222;mov $12,1
1;f21 $20,101221;mov $25,$0
1;f21 $2,101040;lpe
1;f21 $10,101040;f21 $0,101052
1;f21 $1,101170;mov $6,2
1;f21 $1,101170;f21 $1,101030
1;f21 $1,101030;mov $$82,$0
1;f21 $0,101227;mov $2,$3
1;f21 $0,101226;mov $1,$10
1;f21 $0,101225;f21 $0,101227
1;f21 $0,101224;f21 $0,101226
1;f21 $0,101132;f21 $40,101030
1;f21 $0,101110;f11 $2,101070
1;f21 $0,101090;add $81,10
1;f21 $0,101030;f21 $5,101170
1;f21 $0,101030;f11 $1,101191
1;f21 $0,101030;f11 $0,101191
1;f12 $1,101070;add $81,10
1;f11 $9,101160;f21 $8,101231
1;f11 $5,101060;mov $2,$5
1;f11 $5,101001;div $5,$4
1;f11 $40,101060;mov $81,100
1;f11 $33,101000;mov $30,$0
1;f11 $30,101001;mov $20,$0
1;f11 $3,101060;mov $6,$3
1;f11 $20,101060;mov $6,3
1;f11 $2,101070;mov $1,1
1;f11 $2,101060;mov $$82,$0
1;f11 $2,101060;f31 $0,101150
1;f11 $2,101001;mul $2,3
1;f11 $2,101001;mul $2,2
1;f11 $12,101160;mov $0,$12
1;f11 $12,101140;mov $1,$3
1;f11 $10,101060;mov $3,$0
1;f11 $10,101060;mov $1,$10
1;f11 $10,101060;f21 $9,101250
1;f11 $10,101000;mov $2,0
1;f11 $1,101191;f31 $0,101150
1;f11 $1,101190;mov $2,1
1;f11 $1,101190;mov $1,$0
1;f11 $1,101190;mov $$82,$0
1;f11 $1,101190;f11 $1,101191
1;f11 $1,101140;add $81,10
1;f11 $1,101070;f31 $0,101051
1;f11 $1,101060;mov $2,$0
1;f11 $1,101060;mov $$82,$0
1;f11 $1,101000;mul $1,3
1;f11 $1,101000;mul $1,2
1;f11 $0,102001;add $81,10
1;f11 $0,102000;add $81,10
1;f11 $0,101192;add $81,10
1;f11 $0,101191;add $81,10
1;f11 $0,101190;mov $1,$0
1;f11 $0,101160;mov $4,0
1;f11 $0,101160;mov $2,$40
1;f11 $0,101160;add $81,10
1;f11 $0,101120;mov $$82,$0
1;f11 $0,101120;f11 $0,101190
1;f11 $0,101120;add $81,10
1;div $5,$4;f21 $0,101220
1;div $33,2;f11 $30,101001
1;div $30,2;mov $21,0
1;div $10,2;mov $7,0
1;cmp $0,0;add $2,$0
1;cmp $0,$1;mul $2,$0
1;add $82,10;f11 $40,101060
1;add $7,1;mov $0,$2
1;add $2,$0;mov $1,1
